Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-09-27 00:00:00-04:00,19.844707657998736,20.174667539338127,18.006362830199322,18.194910049438477,961200,0.0,0.0
2005-09-28 00:00:00-04:00,18.194906390075808,19.354479556891352,18.100633698484714,19.326196670532227,5747900,0.0,0.0
2005-09-29 00:00:00-04:00,19.231926336270867,19.401620094818902,18.949104604115284,19.052804946899414,1078200,0.0,0.0
2005-09-30 00:00:00-04:00,19.099944918099773,19.844709842635982,19.02452566247412,19.8070011138916,3123300,0.0,0.0
2005-10-03 00:00:00-04:00,19.703294775870745,20.504625320434567,19.703294775870745,20.268939971923828,1057900,0.0,0.0
2005-10-04 00:00:00-04:00,20.212376352381792,21.21168174441838,20.212376352381792,20.891149520874023,1768800,0.0,0.0
2005-10-05 00:00:00-04:00,20.834589008978863,21.03256387512041,20.50462910060611,20.928863525390625,904300,0.0,0.0
2005-10-06 00:00:00-04:00,21.30595891508698,21.68305516706068,21.117409890031745,21.2871036529541,1614200,0.0,0.0
2005-10-07 00:00:00-04:00,20.9759940795553,21.305953896613776,20.551759772174925,20.8817195892334,753400,0.0,0.0
2005-10-10 00:00:00-04:00,21.004281150051714,21.01370878077548,20.834587393297326,20.93828773498535,538700,0.0,0.0
2005-10-11 00:00:00-04:00,20.985422847969605,21.02313156726425,20.551760888194323,20.721454620361328,764600,0.0,0.0
2005-10-12 00:00:00-04:00,20.646038486647637,20.78744935199478,20.400925480915454,20.514055252075195,912900,0.0,0.0
2005-10-13 00:00:00-04:00,20.457491205353616,20.551763916549778,20.174667677355018,20.466917037963867,531300,0.0,0.0
2005-10-14 00:00:00-04:00,20.598902465110665,21.11740957917477,20.598902465110665,20.994853973388672,887800,0.0,0.0
2005-10-17 00:00:00-04:00,20.881726488870306,20.94771811445936,20.59890472259238,20.81573486328125,464000,0.0,0.0
2005-10-18 00:00:00-04:00,20.79687228612974,21.023129979215845,20.127526835517052,20.259510040283203,1815500,0.0,0.0
2005-10-19 00:00:00-04:00,20.146389290634772,20.36321943254351,19.656163214733922,20.15581512451172,1466000,0.0,0.0
2005-10-20 00:00:00-04:00,20.127531861276907,20.25008746799905,19.656161100114154,19.81642723083496,640900,0.0,0.0
2005-10-21 00:00:00-04:00,19.816423023594464,21.136260515007077,19.806995394596385,20.702598571777344,917000,0.0,0.0
2005-10-24 00:00:00-04:00,20.749742408235683,21.07970232112797,20.69317841686859,21.032564163208008,508800,0.0,0.0
